Order_ID,Customer_ID,Order_Date,City,Restaurant_Type,Order_Value,Discount_Percentage,Delivery_Distance_km,Delivery_Time_min,Delivery_Cost,Net_Revenue,Profit,Payment_Mode,Rating,Order_Cancelled,Refund,Repeat_Customer
51594,11020,2025-10-14,Pune,Healthy,319,25,4.4,35,52.25,16.83,-35.42,Card,5,No,No,Yes
51595,11684,2025-07-26,Hyderabad,Biryani,291,40,6.3,46,69.99,-14.58,-84.57,UPI,3,No,No,Yes
51596,10859,2025-11-05,Lucknow,North Indian,477,20,7.0,54,84.57,51.54,-33.03,Card,3,No,No,No
51597,10479,2025-08-20,Kolkata,Fast Food,281,15,6.0,46,79.65,55.67,-23.98,Card,3,No,Yes,No
51598,10733,2025-04-23,Pune,North Indian,615,5,6.5,40,70.66,143.55,72.89,Card,5,No,No,No
51599,10662,2025-01-05,Hyderabad,South Indian,340,10,5.3,26,60.83,72.6,11.77,COD,4,No,No,Yes
51600,10701,2025-05-07,Lucknow,Fast Food,395,10,7.4,64,99.28,91.8,-7.48,Card,2,No,No,No
51601,10569,2025-03-26,Delhi,Biryani,418,20,6.8,40,85.56,49.16,-36.4,Card,5,No,No,Yes
51602,11076,2025-07-18,Mumbai,Pizza,488,5,6.3,49,75.29,120.76,45.47,Card,3,No,No,No
51603,11699,2025-03-09,Bangalore,Biryani,476,5,0.8,18,25,100.92,75.92,UPI,4,No,No,No
51604,10812,2025-04-24,Lucknow,Chinese,120,10,5.3,47,74.32,46.2,-28.12,UPI,3,No,No,Yes
51605,10857,2025-02-18,Pune,Biryani,347,20,2.3,25,39.79,26.94,-12.85,COD,5,No,Yes,Yes
51606,10882,2025-02-20,Delhi,Pizza,666,25,3.2,44,58.6,0.02,-58.58,Card,3,No,No,Yes
51607,10465,2025-01-01,Mumbai,Chinese,120,10,4.3,41,57.27,40.2,-17.07,COD,4,No,No,Yes
51608,10772,2025-05-29,Delhi,Pizza,537,20,5.2,47,69.59,41.94,-27.65,Wallet,2,No,No,Yes
51609,11022,2025-08-08,Lucknow,Chinese,445,20,4.1,42,56.45,33.5,-22.95,COD,2,Yes,No,No
51610,10977,2025-10-08,Bangalore,South Indian,132,10,6.1,31,61.54,52.44,-9.1,Wallet,4,No,No,Yes
51611,11296,2025-08-07,Mumbai,Pizza,655,15,7.2,53,103.89,89.05,-14.84,COD,3,No,No,No
51612,10849,2025-04-23,Jaipur,Biryani,481,0,4.9,55,78.85,135.22,56.37,Card,4,No,No,No
51613,10499,2025-12-26,Pune,Pizza,620,20,5.1,37,68.64,43.0,-25.64,UPI,5,No,No,No
51614,11006,2025-12-04,Hyderabad,Chinese,361,40,13.4,68,150.34,-9.98,-160.32,Wallet,2,Yes,No,No
51615,11647,2025-06-30,Bangalore,Fast Food,422,30,4.6,34,51.65,-6.16,-57.81,COD,5,No,No,Yes
51616,10452,2025-05-08,Delhi,Desserts,165,20,4.3,35,53.48,29.1,-24.38,COD,4,No,No,Yes
51617,11451,2025-07-08,Kolkata,Biryani,453,5,10.6,56,117.84,132.01,14.17,UPI,1,No,No,No
51618,10864,2025-03-06,Kolkata,Desserts,182,25,4.8,34,48.78,23.34,-25.44,Card,5,No,No,Yes
51619,10150,2025-03-09,Hyderabad,Fast Food,191,5,7.5,45,81.58,77.47,-4.11,UPI,5,No,No,No
51620,10588,2025-06-26,Lucknow,Chinese,411,30,0.8,29,37.88,-12.88,-50.76,UPI,5,No,No,Yes
51621,10600,2025-08-20,Hyderabad,Desserts,157,5,10.4,44,96.69,81.69,-15.0,UPI,4,No,No,Yes
51622,11470,2025-07-22,Delhi,Chinese,397,10,3.0,38,57.99,67.64,9.65,Card,3,No,No,Yes
51623,11626,2025-03-19,Bangalore,Healthy,459,10,9.8,50,107.21,110.08,2.87,Card,4,No,No,Yes
51624,10867,2025-08-20,Pune,Fast Food,267,25,7.8,40,79.95,38.79,-41.16,COD,3,No,No,Yes
51625,11311,2025-12-13,Mumbai,Desserts,120,0,8.8,56,105.47,79.2,-26.27,Card,1,No,No,No
51626,10536,2025-11-15,Delhi,Desserts,120,30,9.7,60,114.5,45.4,-69.1,COD,1,Yes,No,No
51627,11612,2025-09-29,Pune,Desserts,142,25,13.3,53,132.47,50.74,-81.73,UPI,3,No,No,Yes
51628,10557,2025-05-04,Bangalore,Fast Food,247,30,6.8,40,86.75,21.04,-65.71,COD,3,No,No,Yes
51629,10722,2025-09-16,Bangalore,Biryani,380,40,4.5,29,60.92,-41.4,-102.32,UPI,5,No,No,Yes
51630,10317,2025-08-25,Kolkata,South Indian,364,20,2.6,33,51.94,27.28,-24.66,Wallet,5,No,No,Yes
51631,10232,2025-02-13,Hyderabad,North Indian,347,25,6.4,45,83.46,27.99,-55.47,UPI,3,No,No,Yes
51632,10682,2025-10-02,Mumbai,Pizza,627,15,3.4,31,48.98,64.29,15.31,Card,4,No,No,Yes
51633,10579,2025-03-23,Delhi,South Indian,413,10,9.3,56,113.5,104.56,-8.94,Card,2,No,No,No
51634,10009,2025-04-14,Bangalore,Chinese,414,5,4.5,32,48.33,97.38,49.05,COD,4,No,No,Yes
51635,11661,2025-12-30,Bangalore,Fast Food,235,5,6.8,38,88.3,80.75,-7.55,Wallet,5,No,No,Yes
51636,10257,2025-01-05,Pune,Chinese,577,50,6.0,44,67.51,-125.56,-193.07,COD,3,No,No,No
51637,10288,2025-06-13,Bangalore,Chinese,156,30,2.2,30,41.35,7.52,-33.83,COD,5,No,No,Yes
51638,10289,2025-04-10,Mumbai,Fast Food,471,15,12.2,60,126.71,87.97,-38.74,Wallet,2,No,Yes,No
51639,10247,2025-12-14,Hyderabad,South Indian,345,10,6.9,33,80.88,82.8,1.92,Card,5,No,No,Yes
51640,10399,2025-05-28,Kolkata,Biryani,350,30,3.6,38,55.45,-6.4,-61.85,Card,4,No,No,No
51641,11423,2025-04-04,Bangalore,Biryani,459,25,6.8,35,74.7,27.03,-47.67,COD,4,No,No,No
51642,11010,2025-11-24,Hyderabad,Biryani,409,0,5.8,34,73.43,124.78,51.35,COD,5,No,Yes,Yes
51643,11148,2025-10-20,Pune,South Indian,120,30,8.0,49,92.29,38.4,-53.89,UPI,3,No,No,Yes
51644,11230,2025-04-06,Bangalore,North Indian,458,10,4.2,37,50.26,80.16,29.9,Card,5,No,No,Yes
51645,11664,2025-03-21,Bangalore,Pizza,424,30,10.5,50,117.91,21.08,-96.83,Card,3,No,Yes,Yes
51646,11476,2025-09-13,Pune,Fast Food,317,25,5.8,44,80.42,25.29,-55.13,UPI,4,No,No,Yes
51647,10655,2025-02-14,Hyderabad,North Indian,514,30,4.4,30,60.94,-14.72,-75.66,Card,5,No,No,Yes
51648,10656,2025-08-04,Jaipur,Desserts,367,10,2.5,45,50.98,64.04,13.06,Card,1,Yes,Yes,No
51649,10136,2025-10-11,Delhi,Biryani,425,20,10.7,64,130.73,63.5,-67.23,COD,2,No,No,Yes
51650,11114,2025-11-04,Kolkata,South Indian,336,10,9.8,47,108.86,95.32,-13.54,UPI,2,No,No,No
51651,11049,2025-02-12,Bangalore,Biryani,319,50,3.4,30,41.57,-68.92,-110.49,UPI,4,No,No,Yes
51652,10712,2025-04-23,Bangalore,Chinese,359,20,5.8,38,80.03,41.98,-38.05,Wallet,4,No,No,No
51653,11268,2025-09-15,Mumbai,Biryani,304,5,0.8,20,30.39,71.68,41.29,UPI,4,No,No,Yes
51654,10831,2025-09-06,Delhi,South Indian,354,40,7.4,38,72.86,-19.32,-92.18,COD,3,No,No,No
51655,10051,2025-02-14,Pune,Fast Food,154,15,5.7,36,63.21,44.98,-18.23,Card,5,No,No,Yes
51656,10917,2025-11-26,Delhi,Healthy,383,40,7.2,33,67.15,-25.74,-92.89,Card,5,No,No,No
51657,11656,2025-06-12,Hyderabad,Biryani,557,5,3.8,33,59.04,117.49,58.45,COD,5,No,No,Yes
51658,11520,2025-09-30,Bangalore,Biryani,496,5,8.5,34,91.12,135.32,44.2,UPI,5,No,No,Yes
51659,11686,2025-03-13,Hyderabad,Healthy,478,20,3.8,25,54.14,32.36,-21.78,COD,4,No,No,Yes
51660,11585,2025-01-23,Bangalore,South Indian,427,20,5.0,19,63.83,38.54,-25.29,UPI,5,No,No,Yes
51661,11586,2025-03-14,Hyderabad,Biryani,554,0,9.0,49,96.62,175.88,79.26,UPI,2,No,No,No
51662,10823,2025-12-05,Pune,Fast Food,308,15,6.6,43,82.12,61.16,-20.96,Wallet,5,No,No,Yes
51663,11309,2025-04-11,Bangalore,Biryani,487,25,5.1,41,73.99,15.99,-58.0,COD,4,No,No,No
51664,10051,2025-12-24,Kolkata,North Indian,402,10,5.4,36,69.93,80.64,10.71,COD,4,No,No,No
51665,10102,2025-07-14,Hyderabad,North Indian,603,15,6.1,42,85.29,78.81,-6.48,Wallet,5,No,No,No
51666,10725,2025-09-21,Mumbai,Chinese,432,25,5.0,37,77.74,17.04,-60.7,Wallet,4,No,No,Yes
51667,11013,2025-04-21,Delhi,Fast Food,400,30,4.6,36,50.06,-4.4,-54.46,Card,4,No,Yes,No
51668,10326,2025-11-30,Delhi,Chinese,299,10,2.1,34,29.57,55.88,26.31,UPI,5,No,No,Yes
51669,11563,2025-06-06,Mumbai,Biryani,419,10,5.8,30,68.09,85.08,16.99,Card,1,Yes,No,No
51670,11162,2025-01-24,Pune,Fast Food,244,50,7.5,42,93.68,-23.32,-117.0,UPI,5,No,No,Yes
51671,10130,2025-08-04,Bangalore,North Indian,532,25,3.9,27,46.79,7.44,-39.35,Card,5,No,No,Yes
51672,10704,2025-04-27,Jaipur,Biryani,439,25,3.4,41,57.85,7.23,-50.62,UPI,5,No,No,Yes
51673,10229,2025-03-14,Mumbai,Fast Food,373,15,12.4,65,133.46,81.11,-52.35,COD,2,Yes,No,No
51674,10228,2025-12-21,Bangalore,Fast Food,380,15,5.4,28,79.29,59.0,-20.29,UPI,5,No,No,No
51675,11198,2025-04-29,Mumbai,Biryani,205,15,2.6,29,36.57,34.35,-2.22,Card,5,No,Yes,Yes
51676,11114,2025-02-25,Delhi,Pizza,558,5,3.1,39,52.03,114.86,62.83,Card,4,No,No,No
51677,11559,2025-08-06,Mumbai,Biryani,393,5,5.2,46,69.35,98.01,28.66,Card,3,No,Yes,Yes
51678,10172,2025-11-05,Kolkata,Pizza,442,10,5.6,56,88.07,86.64,-1.43,Card,1,No,No,No
51679,11682,2025-03-06,Jaipur,South Indian,318,40,3.8,41,54.46,-34.44,-88.9,UPI,4,No,No,No
51680,10632,2025-09-15,Delhi,Healthy,256,30,10.3,48,114.85,34.52,-80.33,UPI,2,No,No,No
51681,10505,2025-05-11,Bangalore,Fast Food,387,20,3.7,31,53.76,29.94,-23.82,UPI,5,No,No,Yes
51682,11068,2025-12-29,Mumbai,Fast Food,369,30,2.3,31,32.29,-9.52,-41.81,UPI,5,No,No,Yes
51683,10657,2025-01-09,Delhi,South Indian,388,5,7.8,55,88.36,112.76,24.4,UPI,2,No,No,Yes
51684,10876,2025-03-14,Pune,Biryani,462,20,7.8,54,105.43,56.04,-49.39,Card,2,No,No,No
51685,11392,2025-08-24,Delhi,North Indian,347,25,5.5,33,63.85,22.59,-41.26,UPI,5,No,No,No
51686,10765,2025-04-11,Bangalore,Pizza,583,5,9.2,44,89.94,154.11,64.17,Card,4,No,No,Yes
51687,11526,2025-06-08,Pune,Desserts,334,25,6.2,47,82.26,27.18,-55.08,COD,2,Yes,Yes,No
51688,10836,2025-12-17,Pune,South Indian,319,5,4.9,37,52.06,83.63,31.57,Card,3,No,No,No
51689,10915,2025-03-30,Bangalore,Desserts,325,0,4.5,24,54.59,98.5,43.91,Card,2,Yes,Yes,No
51690,10356,2025-01-17,Kolkata,Chinese,319,15,4.8,48,78.12,51.13,-26.99,UPI,2,No,No,No
51691,11329,2025-12-26,Delhi,Pizza,531,20,4.9,38,69.03,40.02,-29.01,COD,3,No,Yes,Yes
51692,11432,2025-02-21,Kolkata,Healthy,327,10,7.4,41,92.23,83.64,-8.59,Card,5,No,No,Yes
51693,10444,2025-08-23,Bangalore,Fast Food,120,0,5.6,32,74.0,60.0,-14.0,Wallet,4,No,No,Yes
51694,10705,2025-06-23,Delhi,Biryani,526,25,10.7,61,115.74,39.22,-76.52,Card,2,No,No,No
51695,11198,2025-07-01,Delhi,Biryani,539,15,1.7,29,36.3,57.73,21.43,Wallet,4,No,No,Yes
51696,11531,2025-05-27,Kolkata,Biryani,343,25,5.0,52,71.93,19.71,-52.22,Card,3,No,No,No
51697,11013,2025-08-06,Mumbai,Pizza,678,25,10.8,56,117.93,34.66,-83.27,Wallet,1,No,No,Yes
51698,11090,2025-08-04,Mumbai,Healthy,415,10,5.2,27,58.83,81.0,22.17,Card,5,No,No,Yes
51699,10007,2025-01-15,Mumbai,Pizza,294,25,3.1,32,42.61,11.18,-31.43,UPI,5,No,No,Yes
51700,11355,2025-11-26,Bangalore,Healthy,489,0,2.9,25,50.53,127.58,77.05,Card,4,No,No,Yes
51701,10263,2025-09-20,Bangalore,North Indian,447,15,4.7,17,46.74,59.49,12.75,Wallet,5,No,No,Yes
51702,11077,2025-11-10,Pune,Desserts,239,40,3.5,24,44.5,-22.02,-66.52,Wallet,5,No,No,Yes
51703,10255,2025-02-26,Mumbai,Desserts,120,25,6.9,30,70.93,37.8,-33.13,Wallet,5,No,No,Yes
51704,10433,2025-11-20,Kolkata,Desserts,178,0,6.5,32,77.94,78.16,0.22,Wallet,5,No,No,No
51705,11676,2025-04-02,Kolkata,Chinese,449,10,7.7,56,94.36,100.08,5.72,UPI,1,Yes,No,No
51706,10803,2025-09-29,Lucknow,Pizza,574,0,8.9,78,137.44,179.68,42.24,Card,2,No,No,Yes
51707,11644,2025-12-20,Mumbai,Healthy,312,30,5.8,33,73.58,9.84,-63.74,Card,5,No,No,No
51708,10976,2025-12-11,Bangalore,Fast Food,437,10,4.4,25,40.75,78.84,38.09,UPI,5,No,No,Yes
51709,10314,2025-09-04,Jaipur,Healthy,542,10,5.9,51,79.1,100.44,21.34,Card,4,No,No,No
51710,10661,2025-10-13,Jaipur,Biryani,120,10,4.8,39,61.9,43.2,-18.7,Card,5,No,No,No
51711,10832,2025-01-20,Bangalore,North Indian,597,0,5.5,38,77.58,164.34,86.76,UPI,4,No,No,Yes
51712,11236,2025-05-05,Bangalore,Chinese,380,10,2.9,28,43.19,65.6,22.41,Wallet,4,No,No,No
51713,10278,2025-11-19,Mumbai,Chinese,290,5,1.7,30,39.79,69.3,29.51,UPI,5,No,No,Yes
51714,10858,2025-07-25,Hyderabad,Biryani,691,40,6.8,39,78.93,-83.58,-162.51,UPI,3,No,No,No
51715,11447,2025-04-03,Mumbai,South Indian,137,0,2.9,16,34.11,50.14,16.03,Card,5,No,No,Yes
51716,10379,2025-05-01,Delhi,Fast Food,330,30,10.0,50,114.61,28.6,-86.01,UPI,4,No,No,Yes
51717,10323,2025-12-21,Mumbai,Chinese,346,15,5.2,28,72.95,55.42,-17.53,COD,5,No,No,Yes
51718,10854,2025-05-21,Bangalore,Chinese,452,20,4.8,31,56.24,37.84,-18.4,COD,4,No,Yes,No
51719,10666,2025-02-17,Pune,South Indian,268,0,0.9,31,25,78.96,53.96,Card,1,Yes,Yes,No
51720,11535,2025-10-23,Hyderabad,Pizza,469,25,4.3,32,58.49,11.73,-46.76,Card,5,No,No,Yes
51721,10475,2025-10-03,Delhi,North Indian,472,30,5.9,44,84.18,-2.36,-86.54,COD,5,No,No,Yes
51722,11339,2025-11-20,Jaipur,Fast Food,423,5,2.7,31,44.76,91.91,47.15,COD,5,No,No,No
51723,10428,2025-08-30,Delhi,Healthy,282,10,5.0,42,67.54,63.84,-3.7,Card,3,No,No,Yes
51724,10786,2025-11-14,Lucknow,North Indian,550,30,3.8,54,69.49,-21.2,-90.69,COD,2,Yes,No,No
51725,11247,2025-05-20,Jaipur,Healthy,206,15,7.8,62,96.75,61.22,-35.53,Wallet,1,No,No,Yes
51726,10830,2025-06-18,Bangalore,Fast Food,183,30,12.3,53,133.65,40.36,-93.29,Wallet,4,No,No,No
51727,11366,2025-07-13,Hyderabad,Fast Food,352,15,2.5,26,42.55,44.64,2.09,Wallet,4,No,No,No
51728,11197,2025-01-27,Bangalore,Pizza,536,30,12.3,59,153.03,12.12,-140.91,COD,1,No,No,No
51729,10858,2025-08-10,Pune,Biryani,536,40,3.7,35,43.4,-74.28,-117.68,Card,5,No,No,No
51730,10582,2025-12-22,Mumbai,Healthy,289,20,2.7,43,51.69,25.78,-25.91,Wallet,5,No,No,Yes
51731,10837,2025-12-29,Hyderabad,Healthy,399,25,3.2,42,43.54,8.03,-35.51,Card,4,No,No,No
51732,10679,2025-08-17,Bangalore,Healthy,308,25,6.4,37,77.98,29.16,-48.82,COD,4,No,No,No
51733,11054,2025-02-06,Pune,Chinese,518,25,5.2,33,65.93,15.66,-50.27,UPI,1,Yes,No,No
51734,11475,2025-02-13,Bangalore,Biryani,302,20,5.4,46,78.79,38.44,-40.35,COD,2,No,Yes,No
51735,10302,2025-12-29,Delhi,Fast Food,397,15,3.3,28,47.91,47.79,-0.12,Card,4,No,No,No
51736,11288,2025-11-01,Mumbai,North Indian,344,10,2.1,18,35.32,61.28,25.96,Wallet,4,No,No,Yes
51737,11463,2025-01-25,Delhi,Pizza,604,15,7.0,41,81.67,84.28,2.61,Wallet,4,No,No,No
51738,11103,2025-06-10,Pune,North Indian,369,15,7.6,38,82.02,71.43,-10.59,Card,4,No,No,No
51739,10585,2025-09-15,Pune,Biryani,476,30,4.3,47,55.27,-12.28,-67.55,Wallet,3,No,No,No
51740,10577,2025-01-13,Mumbai,Biryani,387,0,7.7,41,81.43,131.34,49.91,Card,5,No,No,Yes
51741,10122,2025-11-15,Hyderabad,Chinese,333,25,4.8,39,55.13,18.81,-36.32,COD,3,No,No,Yes
51742,10704,2025-05-06,Hyderabad,Healthy,529,10,3.5,34,52.49,84.48,31.99,UPI,4,No,No,Yes
51743,10076,2025-05-14,Delhi,Desserts,230,10,9.7,57,113.87,82.6,-31.27,Wallet,2,No,Yes,No
51744,10644,2025-02-11,Bangalore,Biryani,335,15,7.3,48,85.39,67.25,-18.14,UPI,3,No,No,Yes
51745,11046,2025-11-26,Kolkata,Fast Food,310,25,5.2,32,66.51,21.9,-44.61,UPI,5,No,No,Yes
51746,11517,2025-07-10,Pune,Fast Food,434,20,3.5,29,44.43,29.68,-14.75,Card,4,No,No,No
51747,11017,2025-08-05,Jaipur,Desserts,442,20,3.4,23,54.78,29.24,-25.54,Wallet,1,Yes,Yes,No
51748,10771,2025-01-17,Mumbai,Fast Food,253,0,6.3,28,72.54,93.46,20.92,Card,4,No,No,Yes
51749,10006,2025-04-07,Mumbai,Pizza,673,25,9.4,57,109.79,34.81,-74.98,Wallet,3,No,No,No
51750,10848,2025-06-08,Lucknow,Desserts,256,10,4.2,34,59.68,55.92,-3.76,Wallet,5,No,No,Yes
51751,11582,2025-06-12,Hyderabad,Biryani,568,20,6.0,37,60.6,47.36,-13.24,UPI,4,No,No,No
51752,11657,2025-10-23,Hyderabad,South Indian,120,50,2.5,22,38.49,-13.6,-52.09,Wallet,5,No,No,No
51753,10944,2025-06-26,Kolkata,Pizza,457,10,0.8,17,25,74.84,49.84,Card,2,Yes,No,No
51754,11092,2025-02-03,Kolkata,Desserts,303,30,5.6,38,70.49,9.36,-61.13,Card,4,No,No,No
51755,11563,2025-01-27,Jaipur,Chinese,383,15,5.9,48,80.81,62.21,-18.6,COD,1,Yes,No,No
51756,11314,2025-07-02,Delhi,Desserts,221,10,8.8,52,103.79,79.32,-24.47,Wallet,2,Yes,No,No
51757,10739,2025-11-11,Hyderabad,South Indian,392,25,4.2,33,66.02,13.44,-52.58,Card,4,No,No,Yes
51758,11224,2025-10-30,Bangalore,Fast Food,153,5,1.4,12,37.8,46.01,8.21,UPI,5,No,No,Yes
51759,11423,2025-07-15,Lucknow,Fast Food,296,40,4.9,48,61.32,-23.88,-85.2,UPI,2,No,No,No
51760,10829,2025-10-02,Bangalore,Chinese,331,30,6.4,32,77.85,11.92,-65.93,Wallet,5,No,No,Yes
51761,10300,2025-01-16,Hyderabad,South Indian,284,25,1.1,30,30.88,11.48,-19.4,COD,5,No,No,No
51762,11009,2025-03-08,Kolkata,North Indian,496,0,1.8,40,37.45,129.12,91.67,Card,4,No,No,Yes
51763,10521,2025-04-08,Hyderabad,Healthy,470,5,6.5,41,74.08,118.9,44.82,Card,5,No,No,Yes
51764,11294,2025-09-22,Delhi,Chinese,398,40,8.0,47,93.82,-23.64,-117.46,Wallet,4,No,No,Yes
51765,11419,2025-11-07,Lucknow,Biryani,379,20,3.6,42,47.07,29.18,-17.89,Wallet,3,No,No,Yes
51766,10675,2025-11-18,Jaipur,Fast Food,408,20,7.0,39,77.36,50.16,-27.2,Card,5,No,No,No
51767,10152,2025-04-16,Delhi,Healthy,418,30,4.2,36,54.83,-8.24,-63.07,COD,3,No,No,Yes
51768,10988,2025-10-29,Mumbai,Chinese,334,0,6.0,34,66.73,109.48,42.75,COD,4,No,No,No
51769,11495,2025-05-06,Hyderabad,Healthy,350,25,3.4,31,60.21,9.9,-50.31,Card,4,No,No,Yes
51770,11206,2025-07-03,Jaipur,Healthy,431,25,11.3,70,146.32,42.07,-104.25,Wallet,1,No,No,No
51771,11669,2025-11-17,Hyderabad,Chinese,274,5,6.2,46,74.16,83.78,9.62,Card,3,No,No,No
51772,11077,2025-03-26,Pune,Desserts,196,10,5.3,38,71.71,55.32,-16.39,Wallet,4,No,No,Yes
51773,10994,2025-07-29,Pune,North Indian,378,20,3.4,30,48.21,27.96,-20.25,UPI,5,No,No,Yes
51774,10474,2025-07-02,Pune,Biryani,452,25,0.8,25,25.59,6.44,-19.15,COD,4,No,No,No
51775,10179,2025-12-18,Bangalore,South Indian,260,40,7.4,33,80.18,-2.4,-82.58,Wallet,4,No,No,No
51776,10870,2025-05-12,Mumbai,Pizza,627,20,10.3,55,120.41,67.54,-52.87,UPI,3,No,No,No
51777,11657,2025-01-26,Hyderabad,Pizza,317,30,9.1,56,106.62,29.24,-77.38,COD,2,No,No,Yes
51778,10297,2025-03-06,Hyderabad,Chinese,286,20,5.6,34,64.92,39.32,-25.6,UPI,2,Yes,No,No
51779,10170,2025-11-21,Jaipur,Healthy,583,10,4.6,53,73.12,97.56,24.44,Wallet,3,No,No,Yes
51780,10820,2025-09-06,Bangalore,Fast Food,423,5,9.7,40,105.28,126.91,21.63,Wallet,5,No,No,No
51781,11297,2025-12-25,Bangalore,Biryani,287,25,2.6,30,32.07,11.39,-20.68,COD,4,No,No,Yes
51782,10838,2025-08-16,Pune,Healthy,496,5,6.7,54,96.74,124.52,27.78,Card,4,No,No,No
51783,11141,2025-05-06,Jaipur,South Indian,343,0,0.8,30,31.73,95.46,63.73,COD,4,No,No,Yes
51784,10591,2025-07-22,Bangalore,North Indian,426,10,5.3,29,48.93,82.92,33.99,Wallet,5,No,No,Yes
51785,10768,2025-07-09,Bangalore,North Indian,364,20,4.5,34,59.85,34.28,-25.57,Card,5,No,No,Yes
51786,11060,2025-11-26,Mumbai,North Indian,568,30,4.9,34,57.8,-16.04,-73.84,Card,2,Yes,Yes,No
51787,11308,2025-06-06,Mumbai,Chinese,322,30,1.9,26,32.13,-5.76,-37.89,UPI,5,No,Yes,No
51788,10998,2025-07-27,Lucknow,South Indian,331,20,4.9,23,63.42,36.02,-27.4,Wallet,5,No,No,No
51789,10932,2025-04-28,Kolkata,South Indian,441,20,4.9,35,51.19,38.22,-12.97,Wallet,5,No,No,Yes
51790,10522,2025-02-23,Mumbai,Pizza,487,15,8.4,46,103.81,84.49,-19.32,Card,3,No,No,Yes
51791,11099,2025-07-07,Lucknow,Fast Food,331,30,9.1,60,105.84,28.12,-77.72,Wallet,2,No,No,No
51792,10825,2025-01-23,Bangalore,Desserts,203,5,0.8,17,31.98,54.51,22.53,Wallet,5,No,No,Yes
51793,10004,2025-06-03,Bangalore,Biryani,506,20,2.7,36,49.57,30.12,-19.45,Card,4,No,No,No
51794,10596,2025-03-05,Hyderabad,Chinese,204,10,0.8,30,25.46,44.48,19.02,Wallet,5,No,Yes,Yes
51795,10207,2025-01-10,Bangalore,Fast Food,164,25,9.0,50,100.14,49.08,-51.06,Card,2,No,No,No
51796,11084,2025-06-10,Mumbai,Biryani,383,15,6.3,43,71.68,64.61,-7.07,Card,4,No,No,Yes
51797,10723,2025-04-12,Kolkata,North Indian,675,25,5.5,42,68.36,12.75,-55.61,UPI,1,Yes,Yes,No
51798,10438,2025-04-29,Kolkata,Chinese,208,20,9.4,59,110.89,59.16,-51.73,Card,2,No,No,No
51799,10643,2025-09-03,Pune,Chinese,456,50,1.8,27,53.38,-107.68,-161.06,UPI,5,No,No,No
51800,10935,2025-12-11,Pune,Chinese,243,30,5.6,40,69.51,14.16,-55.35,Wallet,3,No,No,No
51801,10486,2025-08-30,Kolkata,Healthy,199,20,4.1,38,48.51,28.58,-19.93,Card,5,No,No,No
51802,11632,2025-03-27,Bangalore,South Indian,471,0,7.5,43,90.55,148.62,58.07,COD,5,No,No,No
51803,10808,2025-06-13,Delhi,Pizza,442,10,3.7,29,58.91,75.24,16.33,COD,4,No,No,Yes
51804,10175,2025-04-20,Delhi,Fast Food,308,0,4.8,26,54.72,96.56,41.84,Wallet,4,No,No,No
51805,11051,2025-06-04,Kolkata,North Indian,318,10,8.9,53,101.25,91.56,-9.69,COD,3,No,No,Yes
51806,10547,2025-01-31,Jaipur,Biryani,468,0,2.5,45,49.83,122.96,73.13,UPI,4,No,No,Yes
51807,10864,2025-12-05,Pune,Fast Food,295,5,6.9,43,80.64,91.55,10.91,Card,5,No,No,Yes
51808,10193,2025-09-13,Bangalore,Pizza,500,20,2.5,34,44.95,30.0,-14.95,Wallet,5,No,Yes,No
51809,10610,2025-12-02,Mumbai,Fast Food,228,20,3.3,23,50.34,24.56,-25.78,COD,5,No,No,Yes
51810,11631,2025-10-19,Bangalore,North Indian,327,10,10.0,48,105.76,94.24,-11.52,COD,2,No,No,No
51811,11145,2025-10-21,Bangalore,Fast Food,269,0,2.3,22,42.7,79.18,36.48,Wallet,5,No,No,Yes
51812,11493,2025-03-12,Kolkata,Fast Food,482,5,7.1,33,68.26,124.54,56.28,UPI,1,Yes,No,No
51813,10290,2025-11-05,Mumbai,Chinese,418,10,4.1,29,43.86,74.76,30.9,COD,4,No,No,No
51814,10173,2025-09-03,Mumbai,Desserts,303,10,4.0,31,52.68,60.36,7.68,Card,5,No,No,Yes
51815,10388,2025-02-14,Hyderabad,Fast Food,266,20,8.1,51,94.5,53.92,-40.58,UPI,2,No,No,No
51816,10996,2025-12-25,Bangalore,Biryani,484,0,11.4,55,141.77,161.48,19.71,Card,4,No,No,Yes
51817,11559,2025-11-21,Pune,North Indian,565,5,5.8,33,61.31,130.85,69.54,UPI,5,No,No,No
51818,10795,2025-05-24,Mumbai,Fast Food,249,30,9.4,39,98.87,35.08,-63.79,Card,4,No,No,Yes
51819,10092,2025-04-27,Mumbai,Pizza,343,15,6.2,58,78.7,61.21,-17.49,UPI,3,No,No,Yes
51820,10619,2025-10-05,Mumbai,North Indian,475,15,7.1,46,72.38,75.85,3.47,COD,3,No,No,No
51821,10333,2025-09-05,Bangalore,North Indian,261,20,8.0,52,89.25,53.22,-36.03,Wallet,2,No,Yes,No
51822,10804,2025-06-07,Jaipur,Fast Food,219,5,4.2,33,50.42,62.43,12.01,COD,4,No,No,No
51823,11394,2025-01-13,Kolkata,North Indian,396,20,3.8,35,56.41,30.72,-25.69,Wallet,5,No,No,Yes
51824,10139,2025-04-22,Hyderabad,Healthy,267,30,5.7,49,67.49,12.84,-54.65,Wallet,2,No,No,No
51825,10296,2025-07-12,Mumbai,North Indian,616,15,6.7,40,74.16,83.32,9.16,Wallet,5,No,No,Yes
